"stable_id","file","line","end_line","scope","syntactic_contract_family","normative_anchor","work_item_anchor","classification","reason","evidence","source_sha256"
"R1-72744e04800c685261093512","bins/eliot-user-broker/src/lib.rs","662","662","production-or-mixed","typed/PortError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PortError::Unavailable","02390c174a1baae2dffd148582ec2c376b97870021b72c65c5377a4063108bc7"
"R1-7a0f66b9250a8719219f775e","bins/eliot-user-broker/src/lib.rs","679","679","production-or-mixed","typed/PortError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PortError::Unavailable","02390c174a1baae2dffd148582ec2c376b97870021b72c65c5377a4063108bc7"
"R1-b7f454c4e9d92cd534bba43e","bins/eliot-user-broker/src/lib.rs","682","682","production-or-mixed","typed/PortError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PortError::Unavailable","02390c174a1baae2dffd148582ec2c376b97870021b72c65c5377a4063108bc7"
"R1-2faef4485166f8fbe6939d7d","bins/eliot-user-broker/src/lib.rs","698","698","production-or-mixed","typed/PortError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PortError::Unavailable","02390c174a1baae2dffd148582ec2c376b97870021b72c65c5377a4063108bc7"
"R1-5be2529c4bc29412f951236f","bins/eliot-user-broker/src/lib.rs","722","722","production-or-mixed","typed/PortError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PortError::Unavailable","02390c174a1baae2dffd148582ec2c376b97870021b72c65c5377a4063108bc7"
"R1-b4e4348c0cc7ee224215af60","bins/eliot-wasm-host/src/lib.rs","115","115","production-or-mixed","typed/CliError::UnsupportedProfile","UNKNOWN","UNKNOWN","Designed","intentional unsupported platform/profile or capability refusal; evidence=variant-name","CliError::UnsupportedProfile(other.to_owned())","acd740677b3ff48a23dbccba7baf590b8bc999a52b382be6ebd7ff52caba6266"
"R1-1efe2b32d13bcdfb9054182c","bins/eliot-watchdog/src/lib.rs","4610","4610","test-only","typed/KernelWatchdogError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","KernelWatchdogError::Unavailable","a0d92929cac4cc5aade88a15147df0ba7d75f43ec5a7de91083e2e94b7c4b83b"
"R1-529e9c53bbb651ac13d3e737","bins/eliotd/src/lib.rs","445","445","production-or-mixed","typed/KernelClientError::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","KernelClientError::Unsupported","6c6cbf6b74ec10d5ab52ba5702d5a94a4b8277b64ebd7f3d93db38542ffc37b0"
"R1-51695c29302d6138ae164101","bins/eliotd/src/lib.rs","466","466","production-or-mixed","typed/KernelClientError::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","KernelClientError::Unsupported","6c6cbf6b74ec10d5ab52ba5702d5a94a4b8277b64ebd7f3d93db38542ffc37b0"
"R1-9ec980132749b6244c1e9556","bins/eliotd/src/lib.rs","501","501","production-or-mixed","typed/KernelClientError::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","KernelClientError::Unsupported","6c6cbf6b74ec10d5ab52ba5702d5a94a4b8277b64ebd7f3d93db38542ffc37b0"
"R1-673e83900eb86b24de4f43e0","bins/eliotd/src/lib.rs","533","533","production-or-mixed","typed/KernelClientError::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","KernelClientError::Unsupported","6c6cbf6b74ec10d5ab52ba5702d5a94a4b8277b64ebd7f3d93db38542ffc37b0"
"R1-95dab2f7fd4f86a1f8f4d98d","bins/eliotd/src/lib.rs","674","674","production-or-mixed","typed/KernelClientError::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","KernelClientError::Unsupported","6c6cbf6b74ec10d5ab52ba5702d5a94a4b8277b64ebd7f3d93db38542ffc37b0"
"R1-73ee53daac6128a4518443d4","bins/eliotd/src/lib.rs","789","789","production-or-mixed","typed/KernelClientError::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","KernelClientError::Unsupported","6c6cbf6b74ec10d5ab52ba5702d5a94a4b8277b64ebd7f3d93db38542ffc37b0"
"R1-cac7bbafa34f062371469ebb","crates/agent/eliot-agent-acp/src/lib.rs","1398","1400","test-only","typed/eliot_process::ProcessExecutionError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","eliot_process::ProcessExecutionError::Unavailable( ""fake executor"".into(), )","8fb783ce41aca97f019a4f949267441701a244a738875ec0a9dee761ed0a810e"
"R1-18a73672a5c0ba82f8df5a89","crates/agent/eliot-agent-acp/src/lib.rs","1408","1410","test-only","typed/eliot_process::ProcessExecutionError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","eliot_process::ProcessExecutionError::Unavailable( ""fake executor"".into(), )","8fb783ce41aca97f019a4f949267441701a244a738875ec0a9dee761ed0a810e"
"R1-09df5f13b04f215c970e5de3","crates/agent/eliot-agent-acp/src/lib.rs","1418","1420","test-only","typed/eliot_process::ProcessExecutionError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","eliot_process::ProcessExecutionError::Unavailable( ""fake executor"".into(), )","8fb783ce41aca97f019a4f949267441701a244a738875ec0a9dee761ed0a810e"
"R1-de6a360b765b663daa0a1434","crates/agent/eliot-agent-codex/src/lib.rs","902","902","test-only","typed/ProcessExecutionError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProcessExecutionError::Unavailable(""fixture clock"".to_owned())","ac579d45042aa2ba8699eed5be83f8e362a07dd6059bb24b3a32b0b711c7006f"
"R1-14ae0ba44789097f98dcbfed","crates/agent/eliot-agent-codex/src/lib.rs","1002","1002","test-only","typed/ProcessExecutionError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProcessExecutionError::Unavailable(""fixture"".into())","ac579d45042aa2ba8699eed5be83f8e362a07dd6059bb24b3a32b0b711c7006f"
"R1-aa51fe56bfe13eba412be46b","crates/agent/eliot-agent-codex/src/lib.rs","1008","1008","test-only","typed/ProcessExecutionError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProcessExecutionError::Unavailable(""fixture"".into())","ac579d45042aa2ba8699eed5be83f8e362a07dd6059bb24b3a32b0b711c7006f"
"R1-7b321e2cd8ca1e5f54c402bd","crates/agent/eliot-agent-codex/src/lib.rs","1014","1014","test-only","typed/ProcessExecutionError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProcessExecutionError::Unavailable(""fixture"".into())","ac579d45042aa2ba8699eed5be83f8e362a07dd6059bb24b3a32b0b711c7006f"
"R1-113be255375981cc9fa11042","crates/agent/eliot-agent-coordinator/src/core.rs","1361","1363","production-or-mixed","typed/eliot_agent_contracts::DeliveryPolicy::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","eliot_agent_contracts::DeliveryPolicy::Unavailable { return Err(CoordinatorError::DeliveryUnavailable); }","716f940239a7caa3f09a1c1852719c4bd5079f480b20c2141a5c36e81107b50b"
"R1-3ee844187768683ac3b6688b","crates/agent/eliot-agent-opencode/src/types.rs","801","801","production-or-mixed","typed/ActualRouteState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ActualRouteState::Unavailable","32e345c26d9c24c1b6a89f8dde54fa354ec206297d124d18ac777b247d495bd6"
"R1-0852367e375a4cd455b392f0","crates/agent/eliot-agent-opencode/src/types.rs","966","966","production-or-mixed","typed/AvailabilityState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AvailabilityState::Unavailable","32e345c26d9c24c1b6a89f8dde54fa354ec206297d124d18ac777b247d495bd6"
"R1-f5a05499c7f6b1d65feaed4d","crates/agent/eliot-agent-opencode/src/types.rs","990","990","production-or-mixed","typed/AvailabilityState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AvailabilityState::Unavailable","32e345c26d9c24c1b6a89f8dde54fa354ec206297d124d18ac777b247d495bd6"
"R1-1b13ff31544232cd453fbbeb","crates/agent/eliot-swarm/src/lib.rs","324","324","production-or-mixed","typed/SwarmError::PlanGap","UNKNOWN","UNKNOWN","Unimplemented","PlanGap is a missing-work contract, never Designed","SwarmError::PlanGap(provider)","c5f61b3edfd7952480ac0edf7f21c0edff2abca53c960df1d85d48d010d932d2"
"R1-6313f3623ad7a00657131395","crates/agent/eliot-swarm/src/repair_tests.rs","1253","1253","test-only","typed/ProviderError::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","ProviderError::Unavailable","2add45a8e20c884d76d29c1c87fff66547d3ba78ee814be17db7adf8bf0680f7"
"R1-f2487510527ebf8596e824e3","crates/eliot-app/src/commands/ul.rs","1176","1176","production-or-mixed","typed/eliot_engine::UlRefinementOutcome::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","eliot_engine::UlRefinementOutcome::Unavailable(reason)","f5993e2320b9d499c7148847cfc79f957c48e223348ee67cb147008096e93b55"
"R1-7fc7fb07e2ecfe25d441812b","crates/eliot-app/src/commands/ul.rs","1192","1192","production-or-mixed","typed/eliot_engine::UlReasoningOutcome::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","eliot_engine::UlReasoningOutcome::Unavailable(reason)","f5993e2320b9d499c7148847cfc79f957c48e223348ee67cb147008096e93b55"
"R1-f64d309d30ee0d407ceae360","crates/eliot-app/src/host_runtime/external_agent.rs","2499","2499","production-or-mixed","typed/AdapterState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterState::Unavailable","18027f4e71b0530052e9e1bdd3c1d4b1fe335c3c9f6ce68661b245df5b38e4f9"
"R1-d27bf5d4888840d1451c6b8a","crates/eliot-app/src/mcp_stdio/task_handlers.rs","305","307","production-or-mixed","typed/PacketPyramidSource::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","PacketPyramidSource::Unavailable { reason: unavailable.0.clone(), }","c3423ec7f80b784a87ce2127364a88dbbd1ca76416f4d93f69f6086da5668234"
"R1-96b7835b3f6295464eb1b3de","crates/eliot-app/src/windows_service.rs","76","76","production-or-mixed","typed/std::io::ErrorKind::Unsupported","UNKNOWN","UNKNOWN","Unknown","Unsupported constructor lacks platform/profile evidence; conservative Unknown","std::io::ErrorKind::Unsupported","31ad8dc029148a2f7db4fe7a6851810034cad3426ed538c2411522e945632b0a"
"R1-652ce4765893a0a5c6894a8f","crates/eliot-engine/src/adapter.rs","286","286","production-or-mixed","typed/AdapterState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterState::Unavailable","32eb75e230246d15a493926c45ea15bf7ccadf1085e0cb18dc8ac37b3acd036f"
"R1-a81cce4d3d64d1d6329b9a55","crates/eliot-engine/src/adapter.rs","311","311","production-or-mixed","typed/AdapterState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterState::Unavailable","32eb75e230246d15a493926c45ea15bf7ccadf1085e0cb18dc8ac37b3acd036f"
"R1-53189215441e160ecd7462cf","crates/eliot-engine/src/adapter.rs","351","351","production-or-mixed","typed/AdapterResultStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterResultStatus::Unavailable","32eb75e230246d15a493926c45ea15bf7ccadf1085e0cb18dc8ac37b3acd036f"
"R1-78e6c522968ece8571b80e7b","crates/eliot-engine/src/adapter.rs","528","528","production-or-mixed","typed/AdapterState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterState::Unavailable","32eb75e230246d15a493926c45ea15bf7ccadf1085e0cb18dc8ac37b3acd036f"
"R1-9a48600f622ca9dcba1a939f","crates/eliot-engine/src/adapter.rs","539","539","production-or-mixed","typed/AdapterResultStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterResultStatus::Unavailable","32eb75e230246d15a493926c45ea15bf7ccadf1085e0cb18dc8ac37b3acd036f"
"R1-ea961aaeccee5c5949391d42","crates/eliot-engine/src/adapter.rs","550","550","production-or-mixed","typed/AdapterState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterState::Unavailable","32eb75e230246d15a493926c45ea15bf7ccadf1085e0cb18dc8ac37b3acd036f"
"R1-8c063d0cb9c3606c05a80001","crates/eliot-engine/src/adapter.rs","567","567","production-or-mixed","typed/AdapterState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterState::Unavailable","32eb75e230246d15a493926c45ea15bf7ccadf1085e0cb18dc8ac37b3acd036f"
"R1-dd0d6caf20ca547364748a20","crates/eliot-engine/src/adapter.rs","590","590","production-or-mixed","typed/AdapterState::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AdapterState::Unavailable","32eb75e230246d15a493926c45ea15bf7ccadf1085e0cb18dc8ac37b3acd036f"
"R1-6a4758167b9eb80f200ef5ce","crates/eliot-engine/src/antigravity.rs","880","880","production-or-mixed","typed/AntigravitySandboxPolicy::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AntigravitySandboxPolicy::Unavailable","a0eba6eed21534ccf424ca7ef887a83ee64049f504d19fbf82398e7f6f6900e2"
"R1-71024d32784c6e9f6a3907c4","crates/eliot-engine/src/antigravity.rs","3558","3558","production-or-mixed","typed/AntigravityBinarySignatureStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AntigravityBinarySignatureStatus::Unavailable","a0eba6eed21534ccf424ca7ef887a83ee64049f504d19fbf82398e7f6f6900e2"
"R1-57c1c0d8f6e183229d4a451b","crates/eliot-engine/src/antigravity.rs","3561","3561","production-or-mixed","typed/AntigravityBinarySignatureStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AntigravityBinarySignatureStatus::Unavailable","a0eba6eed21534ccf424ca7ef887a83ee64049f504d19fbf82398e7f6f6900e2"
"R1-9d7304cba33439099c61bf4e","crates/eliot-engine/src/antigravity.rs","3564","3564","production-or-mixed","typed/AntigravityBinarySignatureStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AntigravityBinarySignatureStatus::Unavailable","a0eba6eed21534ccf424ca7ef887a83ee64049f504d19fbf82398e7f6f6900e2"
"R1-6cfbbc2fae343a78cf9cc172","crates/eliot-engine/src/antigravity.rs","3578","3578","production-or-mixed","typed/AntigravityBinarySignatureStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AntigravityBinarySignatureStatus::Unavailable","a0eba6eed21534ccf424ca7ef887a83ee64049f504d19fbf82398e7f6f6900e2"
"R1-537257583f19662165552708","crates/eliot-engine/src/antigravity.rs","3589","3589","production-or-mixed","typed/AntigravityBinarySignatureStatus::Unavailable","UNKNOWN","UNKNOWN","Unknown","runtime availability state is not proof of missing work and is not conflated with Unsupported","AntigravityBinarySignatureStatus::Unavailable","a0eba6eed21534ccf424ca7ef887a83ee64049f504d19fbf82398e7f6f6900e2"
